iter	RMSE
404	4.353197484
405	4.350234857
406	4.345519067
407	4.342970764
408	4.338704514
409	4.335187639
410	4.332920594
411	4.32936691
412	4.327284094
413	4.325032234
414	4.321095481
415	4.317647483
416	4.313829698
417	4.310134509
418	4.306590017
419	4.303902367
420	4.301454891
421	4.29850562
422	4.295170872
423	4.290796361
424	4.288670312
425	4.286019068
426	4.283290049
427	4.279789964
428	4.276665505
429	4.273138448
430	4.270424741
431	4.267239303
432	4.264163686
433	4.261095729
434	4.257376525
435	4.254581103
436	4.250718491
437	4.247049567
438	4.244086728
439	4.242093004
440	4.239325224
441	4.236669559
442	4.234512377
443	4.231582186
444	4.229792942
445	4.226359372
446	4.222601923
447	4.220581668
448	4.217786055
449	4.214158723
450	4.210779629
451	4.208033083
452	4.204459373
453	4.202552971
454	4.199235872
455	4.194553774
456	4.191802124
457	4.18888243
458	4.186121887
459	4.183412336
460	4.181604299
461	4.179966451
462	4.17736158
463	4.174330133
464	4.17150839
465	4.169865923
466	4.167501284
467	4.163539479
468	4.16058488
469	4.158476041
470	4.155969902
471	4.153621003
472	4.151136465
473	4.147572755
474	4.14556088
475	4.143097141
476	4.140900345
477	4.137884107
478	4.135937741
479	4.131361579
480	4.129079908
481	4.127168348
482	4.125030369
483	4.122945887
484	4.120324346
485	4.118042856
486	4.115359901
487	4.11320379
488	4.110641173
489	4.108430542
490	4.105494305
491	4.103284116
492	4.10055831
493	4.097967547
494	4.095238746
495	4.093324475
496	4.091245823
497	4.088646289
498	4.085890818
499	4.0842136
500	4.08164703
501	4.07833128
502	4.076180805
503	4.073307072
504	4.070727487
505	4.068672257
506	4.066903578
507	4.064233959
508	4.061996656
509	4.060131238
510	4.057939654
511	4.055741766
512	4.054107906
513	4.052160129
514	4.050478241
515	4.049469954
516	4.046544715
517	4.044402841
518	4.041052638
519	4.03951315
520	4.038293193
521	4.034274621
522	4.031415271
523	4.0292248
524	4.027014754
525	4.025257189
526	4.022822028
527	4.020010011
528	4.017320489
529	4.014895878
530	4.013076427
531	4.009879796
532	4.007544498
533	4.00527161
534	4.003356293
535	4.000672179
536	3.997772914
537	3.996112983
538	3.992852177
539	3.990334902
540	3.988219511
541	3.985842186
542	3.984139968
543	3.981874081
544	3.9799472
545	3.977917805
546	3.97540914
547	3.973039848
548	3.970631195
549	3.968839687
550	3.966323289
551	3.963903163
552	3.961078869
553	3.958967985
554	3.956449232
555	3.954443951
556	3.951215541
557	3.949026061
558	3.94637588
559	3.943242329
560	3.941734517
561	3.939527836
562	3.937161039
563	3.935167662
564	3.932789866
565	3.9305213
566	3.929030119
567	3.926670316
568	3.925456242
569	3.923461922
570	3.92163498
571	3.919732734
572	3.918204254
573	3.91605144
574	3.914323745
575	3.91230823
576	3.911465073
577	3.908705494
578	3.906644662
579	3.904674986
580	3.901805817
581	3.899845814
582	3.897518701
583	3.89550459
584	3.893461216
585	3.891735166
586	3.889643983
587	3.886851829
588	3.884847712
589	3.881806818
590	3.880052252
591	3.87808064
592	3.875106625
593	3.873502449
594	3.871648999
595	3.869977806
596	3.867998406
597	3.866630332
598	3.863720903
599	3.861816801
600	3.860696385
601	3.859084804
602	3.857487334
603	3.854932899
604	3.852957683
605	3.851211532
606	3.849664515
607	3.847375814
608	3.845544506
609	3.844060236
610	3.841180981
611	3.839593841
612	3.837832547
613	3.836709382
614	3.834668972
615	3.832955239
616	3.831088689
617	3.828242637
618	3.825778444
619	3.823861096
620	3.822035827
621	3.820174664
622	3.818715374
623	3.817581746
624	3.814005205
625	3.812445099
626	3.810746584
627	3.808961312
628	3.807690876
629	3.805971046
630	3.80452692
631	3.802540013
632	3.801235996
633	3.799042661
634	3.796343767
635	3.7942765
636	3.792680062
637	3.790450666
638	3.789074647
639	3.787234285
640	3.785377334
641	3.784184038
642	3.782263654
643	3.780327568
644	3.778483932
645	3.776900296
646	3.775384986
647	3.774166184
648	3.772311158
649	3.770976304
650	3.769109275
651	3.767619227
652	3.765721455
653	3.76380927
654	3.761568809
655	3.759164698
656	3.757946128
657	3.756308062
658	3.753914453
659	3.752257477
660	3.750144603
661	3.748686923
662	3.747048057
663	3.744333689
664	3.742800339
665	3.741413325
666	3.73888552
667	3.737515789
668	3.735641856
669	3.733888107
670	3.732070906
671	3.729984645
672	3.728652419
673	3.726245799
674	3.724373551
675	3.722167011
676	3.720399533
677	3.719071261
678	3.717437385
679	3.716040137
680	3.714660355
681	3.71319869
682	3.711658471
683	3.710036155
684	3.706932537
685	3.705241035
686	3.703922339
687	3.702512686
688	3.700422917
689	3.699129903
690	3.697590455
691	3.69584192
692	3.69335925
693	3.691542795
694	3.689930114
695	3.68836633
696	3.686661436
697	3.684884425
698	3.683454459
699	3.682160205
700	3.680475635
701	3.679214057
702	3.677706036
703	3.676665199
704	3.675374224
705	3.673763692
706	3.672064877
707	3.669987211
708	3.668307749
709	3.666464682
710	3.664959406
711	3.663192926
712	3.661405292
713	3.659688048
714	3.658477022
715	3.657085165
716	3.655577858
717	3.652801187
718	3.650461964
719	3.649319243
720	3.647981872
721	3.64613228
722	3.643903839
723	3.641900761
724	3.639783174
725	3.638597886
726	3.637209696
727	3.636053011
728	3.634781726
729	3.633502099
730	3.632190993
731	3.630643956
732	3.629816573
733	3.628167357
734	3.626497471
735	3.625012222
736	3.623411664
737	3.621457511
738	3.620244485
739	3.619080636
740	3.617602912
741	3.616481367
742	3.615485967
743	3.613632713
744	3.612541728
745	3.610912177
746	3.609133649
747	3.607276819
748	3.604725121
749	3.603440323
750	3.601373063
751	3.599903814
752	3.59879735
753	3.597557681
754	3.595604351
755	3.593893936
756	3.592586426
757	3.59135679
758	3.58965509
759	3.588136614
760	3.586460037
761	3.584318189
762	3.583038497
763	3.581681412
764	3.579416613
765	3.57822608
766	3.576638441
767	3.574661623
768	3.573063782
769	3.571940425
770	3.57044606
771	3.569289918
772	3.566948472
773	3.566039913
774	3.56434691
775	3.562151673
776	3.560887077
777	3.559042108
778	3.557173979
779	3.556064337
780	3.554964602
781	3.55362329
782	3.55244264
783	3.550996561
784	3.549102253
785	3.547711724
786	3.545928018
787	3.544314471
788	3.542851782
789	3.541340832
790	3.540365996
791	3.539174175
792	3.538268382
793	3.537336716
794	3.536401489
795	3.535446969
796	3.534379509
797	3.533003531
798	3.531905049
799	3.530674346
800	3.529196423
801	3.52827031
802	3.526857562
803	3.525201467
804	3.522932641
805	3.521083991
806	3.519952156
807	3.518967408
808	3.516241587
809	3.514478776
810	3.513408348
811	3.511949431
812	3.51046637
813	3.509531828
814	3.508263557
815	3.506108377
816	3.504488723
817	3.50305842
818	3.50098247
819	3.499479209
820	3.498130611
821	3.496880937
822	3.496125606
823	3.49467495
824	3.493004314
825	3.491545566
826	3.490470737
827	3.488982102
828	3.487564271
829	3.485951079
830	3.484976609
831	3.483433273
832	3.481870388
833	3.479561272
834	3.477895677
835	3.476432951
836	3.475476597
837	3.473431536
838	3.472172016
839	3.47006614
840	3.468423009
841	3.466785128
842	3.465385525
843	3.463616874
844	3.462212639
845	3.461044042
846	3.459874402
847	3.458571112
848	3.457462015
849	3.456382242
850	3.454576678
851	3.452610027
852	3.451528687
853	3.450048004
854	3.448243189
855	3.446929435
856	3.445184892
857	3.443329459
858	3.441810092
859	3.440587231
860	3.43941328
861	3.437166172
862	3.435500385
863	3.434280622
864	3.432673042
865	3.431140177
866	3.429694367
867	3.428554408
868	3.427062858
869	3.426099073
870	3.424929505
871	3.423689719
872	3.422634969
873	3.421397654
874	3.420008359
875	3.418839827
876	3.418039622
877	3.416738447
878	3.415356655
879	3.414300136
880	3.413525667
881	3.411375536
882	3.410547094
883	3.408945207
884	3.407712843
885	3.406215571
886	3.405156569
887	3.403976058
888	3.402986416
889	3.401753824
890	3.400058727
891	3.399236525
892	3.397750331
893	3.396942167
894	3.395670743
895	3.394806019
896	3.393984381
897	3.392258546
898	3.39071022
899	3.389705961
900	3.388873172
901	3.387233482
902	3.385878193
903	3.383553433
904	3.382614631
905	3.381489904
906	3.380622588
907	3.378776001
908	3.376728288
909	3.374764616
910	3.373420183
911	3.372206105
912	3.372141058
913	3.370881722
914	3.369578424
915	3.368248985
916	3.366984259
917	3.365561158
918	3.364161431
919	3.363205659
920	3.36142222
921	3.360517229
922	3.359510987
923	3.357963835
924	3.356490769
925	3.355728036
926	3.354261056
927	3.352559193
928	3.351490834
929	3.35007919
930	3.349317289
931	3.348241591
932	3.347127945
933	3.346144113
934	3.34516353
935	3.343916707
936	3.34268271
937	3.341187578
938	3.339982836
939	3.339115139
940	3.337848286
941	3.336570209
942	3.335008907
943	3.333645504
944	3.332302753
945	3.331046372
946	3.330152574
947	3.329612832
948	3.328955242
949	3.327862871
950	3.326283416
951	3.325033882
952	3.324020537
953	3.323264035
954	3.321491653
955	3.320602327
956	3.320075628
957	3.319289627
958	3.31808548
959	3.316287778
960	3.315384823
961	3.314404995
962	3.313009537
963	3.312239222
964	3.311050338
965	3.309721447
966	3.308280619
967	3.306824925
968	3.305783748
969	3.30481148
970	3.303989008
971	3.302578165
972	3.301093432
973	3.299906959
974	3.298940939
975	3.297483664
976	3.296159057
977	3.295217438
978	3.294145893
979	3.293083493
980	3.291552641
981	3.290293441
982	3.288702865
983	3.287548012
984	3.286458009
985	3.28530517
986	3.284591479
987	3.283257298
988	3.282307416
989	3.281377378
990	3.279805033
991	3.278262841
992	3.276923484
993	3.275367085
994	3.274404853
995	3.273326503
996	3.272225926
997	3.271311243
998	3.270590782
999	3.26914431
1000	3.267164785
1001	3.265519464
1002	3.263717955
1003	3.26284785
1004	3.261822106
1005	3.260818244
1006	3.259750201
1007	3.258764724
1008	3.257975462
1009	3.256260237
1010	3.254813932
1011	3.253159777
1012	3.251832827
1013	3.250983161
1014	3.249807042
1015	3.248620836
1016	3.247296467
1017	3.246326452
1018	3.244974216
1019	3.243511263
1020	3.242278026
1021	3.241047399
1022	3.239771545
1023	3.238171056
1024	3.237110288
1025	3.235457972
1026	3.234510446
1027	3.233488347
1028	3.232623303
1029	3.231407517
1030	3.230167301
1031	3.229098707
1032	3.228320887
1033	3.227115071
1034	3.225859178
1035	3.224171665
1036	3.222482077
1037	3.221564495
1038	3.22058988
1039	3.219549469
1040	3.218662897
1041	3.217251733
1042	3.21602549
1043	3.214928305
1044	3.213828374
1045	3.212624649
1046	3.211603514
1047	3.210748749
1048	3.209776285
1049	3.208242615
1050	3.206859865
1051	3.205947111
1052	3.204365157
1053	3.203423269
1054	3.20205593
1055	3.200961628
1056	3.199803117
1057	3.198623976
1058	3.197566307
1059	3.196726231
1060	3.195684202
1061	3.194289396
1062	3.193410301
1063	3.192181807
1064	3.190741126
1065	3.189910197
1066	3.188703372
1067	3.187430945
1068	3.185999286
1069	3.184887011
1070	3.183936062
1071	3.182289251
1072	3.181382051
1073	3.179967805
1074	3.179086101
1075	3.177854647
1076	3.177073187
1077	3.176047615
1078	3.174765833
1079	3.173472416
1080	3.172405993
1081	3.171150291
1082	3.169782245
1083	3.168713621
1084	3.1676208
1085	3.166882174
1086	3.16583694
1087	3.164553692
1088	3.163440199
1089	3.162241918
1090	3.161223622
1091	3.160318251
1092	3.159167419
1093	3.157773535
1094	3.15695472
1095	3.156327244
1096	3.155364256
1097	3.154638116
1098	3.153634462
1099	3.152433112
1100	3.151016633
1101	3.150226012
1102	3.149097693
1103	3.148250044
1104	3.147264765
1105	3.146362123
1106	3.145312992
1107	3.144664735
1108	3.143978092
1109	3.142782979
1110	3.141712576
1111	3.140702912
1112	3.139383803
1113	3.138365363
1114	3.137542267
1115	3.136531431
1116	3.135388927
1117	3.134066072
1118	3.132905924
1119	3.131786424
1120	3.130992816
1121	3.129885067
1122	3.128809434
1123	3.127989437
1124	3.127447069
1125	3.126657078
1126	3.12512726
1127	3.124409587
1128	3.122852327
1129	3.121898858
1130	3.120454721
1131	3.119647049
1132	3.118829846
1133	3.117568361
1134	3.116338176
1135	3.115777568
1136	3.114285642
1137	3.113458057
1138	3.112485955
1139	3.111959661
1140	3.111050981
1141	3.110581795
1142	3.109846425
1143	3.108767911
1144	3.107575071
1145	3.106962149
1146	3.10608357
1147	3.104957754
1148	3.104049769
1149	3.102764804
1150	3.101269913
1151	3.099837747
1152	3.098796819
1153	3.097441407
1154	3.096196405
1155	3.095060528
1156	3.094124194
1157	3.093112929
1158	3.092567291
1159	3.091157253
1160	3.090333283
1161	3.088966434
1162	3.088154928
1163	3.087318837
1164	3.085983369
1165	3.084989559
1166	3.08415164
1167	3.082845235
1168	3.081783327
1169	3.081069772
1170	3.079866731
1171	3.078993436
1172	3.078160376
1173	3.077130282
1174	3.075648103
1175	3.07436281
1176	3.073289652
1177	3.072094511
1178	3.070606046
1179	3.069614881
1180	3.068733963
1181	3.068085601
1182	3.066958005
1183	3.065825116
1184	3.064493998
1185	3.064069462
1186	3.062585935
1187	3.061609794
1188	3.060677891
1189	3.059988933
1190	3.059372878
1191	3.058420541
1192	3.057772267
1193	3.056961929
1194	3.05611112
1195	3.055411595
1196	3.054847705
1197	3.054006322
1198	3.05354138
1199	3.052745777
1200	3.052116013
1201	3.050706077
1202	3.049694786
1203	3.04858805
1204	3.046659443
1205	3.04562289
1206	3.044645292
1207	3.043637085
1208	3.042742049
1209	3.041694036
1210	3.04034379
1211	3.038599863
1212	3.037463331
1213	3.036092663
1214	3.035000869
1215	3.034126258
1216	3.032794565
1217	3.032194852
1218	3.031001761
1219	3.030041877
1220	3.028936606
1221	3.028001945
1222	3.027245431
1223	3.026537696
1224	3.02529094
1225	3.024546421
1226	3.023780702
1227	3.022975095
1228	3.022161681
1229	3.021221001
1230	3.020355057
1231	3.019652317
1232	3.018784453
1233	3.01714972
1234	3.016106481
1235	3.015009726
1236	3.014100082
1237	3.013700746
1238	3.01280419
1239	3.012245752
1240	3.011499179
1241	3.010188855
1242	3.009338191
1243	3.00844557
1244	3.007435024
1245	3.005978221
1246	3.005254364
1247	3.003934513
1248	3.002893446
1249	3.001913803
1250	3.00150834
1251	3.000705713
1252	2.999604821
1253	2.998641609
1254	2.997608752
1255	2.997087848
1256	2.995972531
1257	2.995348444
1258	2.994764699
1259	2.993932037
1260	2.9930279
1261	2.992151728
1262	2.991414496
1263	2.990514885
1264	2.989735952
1265	2.988991996
1266	2.987561579
1267	2.986127025
1268	2.984807858
1269	2.983644805
1270	2.982220031
1271	2.98137933
1272	2.980467663
1273	2.979488014
1274	2.978439432
1275	2.977688068
1276	2.976529151
1277	2.975995127
1278	2.975218728
1279	2.974225406
1280	2.973640346
1281	2.972635317
1282	2.971679917
1283	2.970807423
1284	2.969988086
1285	2.968987819
1286	2.967854265
1287	2.966734665
1288	2.965670451
1289	2.963723996
1290	2.962992743
1291	2.961907191
1292	2.960648345
1293	2.960200752
1294	2.959654714
1295	2.958781809
1296	2.957713492
1297	2.956988321
1298	2.95565486
1299	2.955146311
1300	2.954476559
1301	2.953791594
1302	2.952954481
1303	2.952282114
1304	2.951194463
1305	2.950153692
1306	2.94916835
1307	2.947863647
1308	2.947361574
1309	2.94638755
1310	2.945581158
1311	2.944454282
1312	2.944002534
1313	2.943216636
1314	2.94194913
1315	2.941266146
1316	2.940174984
1317	2.939119088
1318	2.938305575
1319	2.937283178
1320	2.936230547
1321	2.935628994
1322	2.934327285
1323	2.933520809
1324	2.932575618
1325	2.932009089
1326	2.931338012
1327	2.931129065
1328	2.929985415
1329	2.929198252
1330	2.92843662
1331	2.927567427
1332	2.927009084
1333	2.926354809
1334	2.92542604
1335	2.924523421
1336	2.923151858
1337	2.922596154
1338	2.921729561
1339	2.921250838
1340	2.920676005
1341	2.919761243
1342	2.91826772
1343	2.917843523
1344	2.91726385
1345	2.916588921
1346	2.91605708
1347	2.915241946
1348	2.914209912
1349	2.913415914
1350	2.912690847
1351	2.911778993
1352	2.911004247
1353	2.9093575
1354	2.908539706
1355	2.908057754
1356	2.907414862
1357	2.906403841
1358	2.90531504
1359	2.90395485
1360	2.902950035
1361	2.902377454
1362	2.901726839
1363	2.900842772
1364	2.900014196
1365	2.899420382
1366	2.898615296
1367	2.897637097
1368	2.896461586
1369	2.895424734
1370	2.894754928
1371	2.893641308
1372	2.892779936
1373	2.891853278
1374	2.891169585
1375	2.890631356
1376	2.889784264
1377	2.889110341
1378	2.887952757
1379	2.887124699
1380	2.886313217
1381	2.885410766
1382	2.884633218
1383	2.883255642
1384	2.882571807
1385	2.881668291
1386	2.880045051
1387	2.878815406
1388	2.878119362
1389	2.877350704
1390	2.876388956
1391	2.876016077
1392	2.875456012
1393	2.874511165
1394	2.873508486
1395	2.872588183
1396	2.871969747
1397	2.871337108
1398	2.87076873
1399	2.870204011
1400	2.869238577
1401	2.868430395
1402	2.86762107
1403	2.867101515
1404	2.866142045
1405	2.865445715
1406	2.864444019
1407	2.863445526
1408	2.86279328
1409	2.861835277
1410	2.860809906
1411	2.860116571
1412	2.859401779
1413	2.858548808
1414	2.857528343
1415	2.856690088
1416	2.855714365
1417	2.854710317
1418	2.853357996
1419	2.852848803
1420	2.852309928
1421	2.851724097
1422	2.850590609
1423	2.849795696
1424	2.848665601
1425	2.847793767
1426	2.84665479
1427	2.845766517
1428	2.845472563
1429	2.844383302
1430	2.843406647
1431	2.842258396
1432	2.841254284
1433	2.840570663
1434	2.839708471
1435	2.838807983
1436	2.838365061
1437	2.837890733
1438	2.837367772
1439	2.836248411
1440	2.835768541
1441	2.834587298
1442	2.833876693
1443	2.833189989
1444	2.832261919
1445	2.8311625
1446	2.829711353
1447	2.828891257
1448	2.828178205
1449	2.827363722
1450	2.826003976
1451	2.825082901
1452	2.824161075
1453	2.823268262
1454	2.82286398
1455	2.822091757
1456	2.821027851
1457	2.820342481
1458	2.819832401
1459	2.819170473
1460	2.818493424
1461	2.817912511
1462	2.817142231
1463	2.816673394
1464	2.816028048
1465	2.815340859
1466	2.814387209
1467	2.813476705
1468	2.812643236
1469	2.811942465
1470	2.811170067
1471	2.809972483
1472	2.809262594
1473	2.808580307
1474	2.808003957
1475	2.807289507
1476	2.806547932
1477	2.80520863
1478	2.804116285
1479	2.803483895
1480	2.802563173
1481	2.801744264
1482	2.800823634
1483	2.800330511
1484	2.799030592
1485	2.798055056
1486	2.797039836
1487	2.796221446
1488	2.795458154
1489	2.794952893
1490	2.794365699
1491	2.793895136
1492	2.793153729
1493	2.792326209
1494	2.791970476
1495	2.791458065
1496	2.790582829
1497	2.789724542
1498	2.788977996
1499	2.788199667
1500	2.787611867
1501	2.786526793
1502	2.785520118
1503	2.784934945
1504	2.784110335
1505	2.78346504
1506	2.782547201
1507	2.781667987
1508	2.780838918
1509	2.780055942
1510	2.779068811
1511	2.778229728
1512	2.77782081
1513	2.777289532
1514	2.77643279
1515	2.775468253
1516	2.774692255
1517	2.774122033
1518	2.773096538
1519	2.772232098
1520	2.771469607
1521	2.771038443
1522	2.7704862
1523	2.769526142
1524	2.768798588
1525	2.76818401
1526	2.767503824
1527	2.766396248
1528	2.765912645
1529	2.765080498
1530	2.764301811
1531	2.763013677
1532	2.762074575
1533	2.760921912
1534	2.760091016
1535	2.759557291
1536	2.758635785
1537	2.758166648
1538	2.757250982
1539	2.756554635
1540	2.755587508
1541	2.754927544
1542	2.754251459
1543	2.753735534
1544	2.752805952
1545	2.752465622
1546	2.751625188
1547	2.750625602
1548	2.749787832
1549	2.748968121
1550	2.74767632
1551	2.746925603
1552	2.745782881
1553	2.744821759
1554	2.744121468
1555	2.743492511
1556	2.742631443
1557	2.742087957
1558	2.741125288
1559	2.740512001
1560	2.739828311
1561	2.739181313
1562	2.738584344
1563	2.737936264
1564	2.736831414
1565	2.736050196
1566	2.735509075
1567	2.734454788
1568	2.733357294
1569	2.732623978
1570	2.731445635
1571	2.731038942
1572	2.730467882
1573	2.729482113
1574	2.728325356
1575	2.727168999
1576	2.726373356
1577	2.725358118
1578	2.724305722
1579	2.723861695
1580	2.723210872
1581	2.722652254
1582	2.721887765
1583	2.720764183
1584	2.720125006
1585	2.719564347
1586	2.71895667
1587	2.718228472
1588	2.717293953
1589	2.716264402
1590	2.715143148
1591	2.713900425
1592	2.713170134
1593	2.71226068
1594	2.711351863
1595	2.711123769
1596	2.710115652
1597	2.70877846
1598	2.707774197
1599	2.707415775
1600	2.706458376
1601	2.70590959
1602	2.705436077
1603	2.704754865
1604	2.704086455
1605	2.703265628
1606	2.702407596
1607	2.701416045
1608	2.700654371
1609	2.699802818
1610	2.699009758
1611	2.698341481
1612	2.697530152
1613	2.696742809
1614	2.695913664
1615	2.694850959
1616	2.694011938
1617	2.69331498
1618	2.692558502
1619	2.691857058
1620	2.691005181
1621	2.690472275
1622	2.68950654
1623	2.688958246
1624	2.688288267
1625	2.687623171
1626	2.686875151
1627	2.68630954
1628	2.685517389
1629	2.68489189
1630	2.68376002
1631	2.68288894
1632	2.682307804
1633	2.681500607
1634	2.680870631
1635	2.679958636
1636	2.679441549
1637	2.678489848
1638	2.677547844
1639	2.67676924
1640	2.676203671
1641	2.675284457
1642	2.674698022
1643	2.673834985
1644	2.67308753
1645	2.672125821
1646	2.671602447
1647	2.671228421
1648	2.67030781
1649	2.669693691
1650	2.668646526
1651	2.668000034
1652	2.666990869
1653	2.666346235
1654	2.665471884
1655	2.664719784
1656	2.664271646
1657	2.663710395
1658	2.663162706
1659	2.662428398
1660	2.661713609
1661	2.660986323
1662	2.660574452
1663	2.659550391
1664	2.658837107
