iter	RMSE
1665	2.657797421
1666	2.657116327
1667	2.656474516
1668	2.655828925
1669	2.655052165
1670	2.65455041
1671	2.653833928
1672	2.65295336
1673	2.6520766
1674	2.651448371
1675	2.650868884
1676	2.650258213
1677	2.649436309
1678	2.648392621
1679	2.647605116
1680	2.646781068
1681	2.646065324
1682	2.6456407
1683	2.64515917
1684	2.6447981
1685	2.644214039
1686	2.643674634
1687	2.643110704
1688	2.642387734
1689	2.641607855
1690	2.641460374
1691	2.640769052
1692	2.640125909
1693	2.639500853
1694	2.638827954
1695	2.638214158
1696	2.637686235
1697	2.636875973
1698	2.635650875
1699	2.634842039
1700	2.634115797
1701	2.633310269
1702	2.632229357
1703	2.631432129
1704	2.630487473
1705	2.629839069
1706	2.629001748
1707	2.628255293
1708	2.62758587
1709	2.626356984
1710	2.625490294
1711	2.624554177
1712	2.623985186
1713	2.623110289
1714	2.622433431
1715	2.621558477
1716	2.621072031
1717	2.620572988
1718	2.620074191
1719	2.619544626
1720	2.618833215
1721	2.618068682
1722	2.617224024
1723	2.61687569
1724	2.616142169
1725	2.61583417
1726	2.615241734
1727	2.614639085
1728	2.613671623
1729	2.613072979
1730	2.612395903
1731	2.612063599
1732	2.611557811
1733	2.610876225
1734	2.610263432
1735	2.608992069
1736	2.608137393
1737	2.607711879
1738	2.607144167
1739	2.606332892
1740	2.605737062
1741	2.605438347
1742	2.60474868
1743	2.60414286
1744	2.603651116
1745	2.602890357
1746	2.602313808
1747	2.601560332
1748	2.601102556
1749	2.599902162
1750	2.599148133
1751	2.598677419
1752	2.597759384
1753	2.596505665
1754	2.595480927
1755	2.594979724
1756	2.594248227
1757	2.593197594
1758	2.592758619
1759	2.592442407
1760	2.59161858
1761	2.591063493
1762	2.59055434
1763	2.589653735
1764	2.588250729
1765	2.5870037
1766	2.586546081
1767	2.586110856
1768	2.585387389
1769	2.584442938
1770	2.584140398
1771	2.583318683
1772	2.582645159
1773	2.582091022
1774	2.581331433
1775	2.581034087
1776	2.580199149
1777	2.579427899
1778	2.578603787
1779	2.577926602
1780	2.577273292
1781	2.576550411
1782	2.575695571
1783	2.57496787
1784	2.574130875
1785	2.573872421
1786	2.573232887
1787	2.57263949
1788	2.571805551
1789	2.571097311
1790	2.570170742
1791	2.569659042
1792	2.568978757
1793	2.568461941
1794	2.56772004
1795	2.567269773
1796	2.566432075
1797	2.565740689
1798	2.564621936
1799	2.563877935
1800	2.563227951
1801	2.562466076
1802	2.561744391
1803	2.560792366
1804	2.560049004
1805	2.55933853
1806	2.558694033
1807	2.558387519
1808	2.557935267
1809	2.557280607
1810	2.556685715
1811	2.556017772
1812	2.555077684
1813	2.554421995
1814	2.553410018
1815	2.552735628
1816	2.552080427
1817	2.551465203
1818	2.550823978
1819	2.550237315
1820	2.5496492
1821	2.549025988
1822	2.548356877
1823	2.547786304
1824	2.547019877
1825	2.546489562
1826	2.545847438
1827	2.545475604
1828	2.544908056
1829	2.544372386
1830	2.543597865
1831	2.542701273
1832	2.541853874
1833	2.541043377
1834	2.540408763
1835	2.539556068
1836	2.538704752
1837	2.538061559
1838	2.537248813
1839	2.536611987
1840	2.535862431
1841	2.535313884
1842	2.534597811
1843	2.533816127
1844	2.533363519
1845	2.532510956
1846	2.531789727
1847	2.530957756
1848	2.530370177
1849	2.529554487
1850	2.528731309
1851	2.52811157
1852	2.527750097
1853	2.527410901
1854	2.526923489
1855	2.526174976
1856	2.525679216
1857	2.525006492
1858	2.524134603
1859	2.52356464
1860	2.522769228
1861	2.522065799
1862	2.521536699
1863	2.520723839
1864	2.520031928
1865	2.519170625
1866	2.518495516
1867	2.517421619
1868	2.516385849
1869	2.5159333
1870	2.515489875
1871	2.514952796
1872	2.514395854
1873	2.513424627
1874	2.512925427
1875	2.512043546
1876	2.511290221
1877	2.510437896
1878	2.509900247
1879	2.509400441
1880	2.508879802
1881	2.508021349
1882	2.507305857
1883	2.506734548
1884	2.506212832
1885	2.505828954
1886	2.5050716
1887	2.504319117
1888	2.503449879
1889	2.50300511
1890	2.502166669
1891	2.501390699
1892	2.501089825
1893	2.500542905
1894	2.499886254
1895	2.499218816
1896	2.498365668
1897	2.49794398
1898	2.497537058
1899	2.49704989
1900	2.496226036
1901	2.49552634
1902	2.495073991
1903	2.494607773
1904	2.494177161
1905	2.493612398
1906	2.492805338
1907	2.492146612
1908	2.491658052
1909	2.491027391
1910	2.490299112
1911	2.48945616
1912	2.488898455
1913	2.488149192
1914	2.487428597
1915	2.486690599
1916	2.486090938
1917	2.485241063
1918	2.484412503
1919	2.483675108
1920	2.483056441
1921	2.482442935
1922	2.481943457
1923	2.48148583
1924	2.481149011
1925	2.480649371
1926	2.480156844
1927	2.479651857
1928	2.479030277
1929	2.478227287
1930	2.47743616
1931	2.47670303
1932	2.475893232
1933	2.475564857
1934	2.47494665
1935	2.47456172
1936	2.473658498
1937	2.473182642
1938	2.472615211
1939	2.472068067
1940	2.471665875
1941	2.470942663
1942	2.470192932
1943	2.46967606
1944	2.469256173
1945	2.46863698
1946	2.467746172
1947	2.467277258
1948	2.467044035
1949	2.46643937
1950	2.465299303
1951	2.464513683
1952	2.463591813
1953	2.462817732
1954	2.462178454
1955	2.461704768
1956	2.460801224
1957	2.460561736
1958	2.460010255
1959	2.459143313
1960	2.458586396
1961	2.458039713
1962	2.457485951
1963	2.456651138
1964	2.455973737
1965	2.455380299
1966	2.454570311
1967	2.453929362
1968	2.453184674
1969	2.452826094
1970	2.452433541
1971	2.451708265
1972	2.451097807
1973	2.450464346
1974	2.450007378
1975	2.449537868
1976	2.449169567
1977	2.44862557
1978	2.44802903
1979	2.447444705
1980	2.446787571
1981	2.446485631
1982	2.446198287
1983	2.445480458
1984	2.445185127
1985	2.444763485
1986	2.444211359
1987	2.443673096
1988	2.442842524
1989	2.442563874
1990	2.442029164
1991	2.441518837
1992	2.441001873
1993	2.440151755
1994	2.439547981
1995	2.439008784
1996	2.43839653
1997	2.437932409
1998	2.437244572
1999	2.436344967
2000	2.435817799
2001	2.435059937
2002	2.434268538
2003	2.433593936
2004	2.433034329
2005	2.43246989
2006	2.431610934
2007	2.430897364
2008	2.430122598
2009	2.429378479
2010	2.428867773
2011	2.428252157
2012	2.427392546
2013	2.426660595
2014	2.426099516
2015	2.425476299
2016	2.425027689
2017	2.424336296
2018	2.423892664
2019	2.423311174
2020	2.422597105
2021	2.422412029
2022	2.421684854
2023	2.421339308
2024	2.420699774
2025	2.419806146
2026	2.419018011
2027	2.418716026
2028	2.418115342
2029	2.417821995
2030	2.417245042
2031	2.416590485
2032	2.416005048
2033	2.415514257
2034	2.415157059
2035	2.414699455
2036	2.414102984
2037	2.413126605
2038	2.412681781
2039	2.411974355
2040	2.411268381
2041	2.410883672
2042	2.410531557
2043	2.40987264
2044	2.409291628
2045	2.408674259
2046	2.407841102
2047	2.407397241
2048	2.406763998
2049	2.406266445
2050	2.405465465
2051	2.404809922
2052	2.40450032
2053	2.404023516
2054	2.403303011
2055	2.402828108
2056	2.402439352
2057	2.401861181
2058	2.401383751
2059	2.400599348
2060	2.400133183
2061	2.39960792
2062	2.398946348
2063	2.398446233
2064	2.397638751
2065	2.396740483
2066	2.396654595
2067	2.396185858
2068	2.39586279
2069	2.395157951
2070	2.394487595
2071	2.393827739
2072	2.393351597
2073	2.392660582
2074	2.392121693
2075	2.391596221
2076	2.390769774
2077	2.390336134
2078	2.389734895
2079	2.38901047
2080	2.388403262
2081	2.387902171
2082	2.387401187
2083	2.386696921
2084	2.386227166
2085	2.385727867
2086	2.385041639
2087	2.384354405
2088	2.383982656
2089	2.383346921
2090	2.382832619
2091	2.382457212
2092	2.381775266
2093	2.381292221
2094	2.380754218
2095	2.380455171
2096	2.379906734
2097	2.379052821
2098	2.378462797
2099	2.377799178
2100	2.377149842
2101	2.376538337
2102	2.376061183
2103	2.375516238
2104	2.374888182
2105	2.374490171
2106	2.373727784
2107	2.373160668
2108	2.372426799
2109	2.371955284
2110	2.371406885
2111	2.370657963
2112	2.370010161
2113	2.369053201
2114	2.36855293
2115	2.368085226
2116	2.367580573
2117	2.367003635
2118	2.366514531
2119	2.365852549
2120	2.365363487
2121	2.364956199
2122	2.364518401
2123	2.364025349
2124	2.363598625
2125	2.362554474
2126	2.362154277
2127	2.361463144
2128	2.361011122
2129	2.360315477
2130	2.359426052
2131	2.359153344
2132	2.358456892
2133	2.358067063
2134	2.357710201
2135	2.357223848
2136	2.356708798
2137	2.355980375
2138	2.355582742
2139	2.355038055
2140	2.354055597
2141	2.353611093
2142	2.353065257
2143	2.352499426
2144	2.352178018
2145	2.351887329
2146	2.351434183
2147	2.351014232
2148	2.350257172
2149	2.349749659
2150	2.348998729
2151	2.348567353
2152	2.348029774
2153	2.347423939
2154	2.346520241
2155	2.345763565
2156	2.345176922
2157	2.344293737
2158	2.343574695
2159	2.342804529
2160	2.342040916
2161	2.341241167
2162	2.340698307
2163	2.340245965
2164	2.339648685
2165	2.33921779
2166	2.338764737
2167	2.338285983
2168	2.337797325
2169	2.337233522
2170	2.336384484
2171	2.335910312
2172	2.335467968
2173	2.334909092
2174	2.334453046
2175	2.333732538
